itemID,name,slot,subType,quality,itemLevel,requiredLevel,requiredSkill,expansion,source,profession,specialization,skill,classes,binding,recipeSpellID,itemURL,recipeURL
4256,Guardian Armor,Chest,Leather Armor,Uncommon,35,30,,Classic,World Drop,Leatherworking,,175,,BoE,3773,https://www.wowhead.com/wotlk/item=4256,https://www.wowhead.com/wotlk/spell=3773
7377,Frost Leather Cloak,Back,Cloaks,Uncommon,36,31,,Classic,Trainer,Leatherworking,,180,,BoE,9198,https://www.wowhead.com/wotlk/item=7377,https://www.wowhead.com/wotlk/spell=9198
4259,Green Leather Bracers,Wrist,Leather Armor,Uncommon,36,31,,Classic,Trainer,Leatherworking,,180,,BoE,3776,https://www.wowhead.com/wotlk/item=4259,https://www.wowhead.com/wotlk/spell=3776
7378,Dusky Bracers,Wrist,Leather Armor,Uncommon,37,32,,Classic,Trainer,Leatherworking,,185,,BoE,9201,https://www.wowhead.com/wotlk/item=7378,https://www.wowhead.com/wotlk/spell=9201
4262,Gem-studded Leather Belt,Waist,Leather Armor,Rare,37,32,,Classic,Vendor,Leatherworking,,185,,BoE,3778,https://www.wowhead.com/wotlk/item=4262,https://www.wowhead.com/wotlk/spell=3778
5965,Guardian Cloak,Back,Cloaks,Uncommon,37,32,,Classic,World Drop,Leatherworking,,185,,BoE,7153,https://www.wowhead.com/wotlk/item=5965,https://www.wowhead.com/wotlk/spell=7153
5739,Barbaric Harness,Chest,Leather Armor,Uncommon,38,33,,Classic,Trainer,Leatherworking,,190,,BoE,6661,https://www.wowhead.com/wotlk/item=5739,https://www.wowhead.com/wotlk/spell=6661
17721,Gloves of the Greatfather,Hands,Leather Armor,Uncommon,38,33,,Classic,Seasonal Event,Leatherworking,,190,,BoE,21943,https://www.wowhead.com/wotlk/item=17721,https://www.wowhead.com/wotlk/spell=21943
7386,Green Whelp Bracers,Wrist,Leather Armor,Uncommon,38,33,,Classic,Vendor,Leatherworking,,190,,BoE,9202,https://www.wowhead.com/wotlk/item=7386,https://www.wowhead.com/wotlk/spell=9202
5966,Guardian Gloves,Hands,Leather Armor,Uncommon,38,33,,Classic,Trainer,Leatherworking,,190,,BoE,7156,https://www.wowhead.com/wotlk/item=5966,https://www.wowhead.com/wotlk/spell=7156
5783,Murloc Scale Bracers,Wrist,Leather Armor,Uncommon,38,33,,Classic,"Vendor, Mob Drop",Leatherworking,,190,,BoE,6705,https://www.wowhead.com/wotlk/item=5783,https://www.wowhead.com/wotlk/spell=6705
7387,Dusky Belt,Waist,Leather Armor,Uncommon,39,34,,Classic,Trainer,Leatherworking,,195,,BoE,9206,https://www.wowhead.com/wotlk/item=7387,https://www.wowhead.com/wotlk/spell=9206
4260,Guardian Leather Bracers,Wrist,Leather Armor,Uncommon,39,34,,Classic,World Drop,Leatherworking,,195,,BoE,3777,https://www.wowhead.com/wotlk/item=4260,https://www.wowhead.com/wotlk/spell=3777
4264,Barbaric Belt,Waist,Leather Armor,Uncommon,40,35,,Classic,World Drop,Leatherworking,,200,,BoE,3779,https://www.wowhead.com/wotlk/item=4264,https://www.wowhead.com/wotlk/spell=3779
8174,Comfortable Leather Hat,Head,Leather Armor,Rare,40,35,,Classic,World Drop,Leatherworking,,200,,BoE,10490,https://www.wowhead.com/wotlk/item=8174,https://www.wowhead.com/wotlk/spell=10490
7390,Dusky Boots,Feet,Leather Armor,Uncommon,40,35,,Classic,World Drop,Leatherworking,,200,,BoE,9207,https://www.wowhead.com/wotlk/item=7390,https://www.wowhead.com/wotlk/spell=9207
18238,Shadowskin Gloves,Hands,Leather Armor,Rare,40,35,,Classic,Vendor,Leatherworking,,200,,BoE,22711,https://www.wowhead.com/wotlk/item=18238,https://www.wowhead.com/wotlk/spell=22711
7391,Swift Boots,Feet,Leather Armor,Uncommon,40,35,,Classic,World Drop,Leatherworking,,200,,BoE,9208,https://www.wowhead.com/wotlk/item=7391,https://www.wowhead.com/wotlk/spell=9208
8176,Nightscape Headband,Head,Leather Armor,Uncommon,41,36,,Classic,Trainer,Leatherworking,,205,,BoE,10507,https://www.wowhead.com/wotlk/item=8176,https://www.wowhead.com/wotlk/spell=10507
8175,Nightscape Tunic,Chest,Leather Armor,Uncommon,41,36,,Classic,Trainer,Leatherworking,,205,,BoE,10499,https://www.wowhead.com/wotlk/item=8175,https://www.wowhead.com/wotlk/spell=10499
8187,Turtle Scale Gloves,Hands,Mail Armor,Uncommon,41,36,,Classic,Vendor,Leatherworking,,205,,BoE,10509,https://www.wowhead.com/wotlk/item=8187,https://www.wowhead.com/wotlk/spell=10509
8192,Nightscape Shoulders,Shoulder,Leather Armor,Uncommon,42,37,,Classic,Vendor,Leatherworking,,210,,BoE,10516,https://www.wowhead.com/wotlk/item=8192,https://www.wowhead.com/wotlk/spell=10516
8198,Turtle Scale Bracers,Wrist,Mail Armor,Uncommon,42,37,,Classic,Trainer,Leatherworking,,210,,BoE,10518,https://www.wowhead.com/wotlk/item=8198,https://www.wowhead.com/wotlk/spell=10518
8189,Turtle Scale Breastplate,Chest,Mail Armor,Uncommon,42,37,,Classic,Trainer,Leatherworking,,210,,BoE,10511,https://www.wowhead.com/wotlk/item=8189,https://www.wowhead.com/wotlk/spell=10511
8200,Big Voodoo Robe,Chest,Leather Armor,Uncommon,43,38,,Classic,World Drop,Leatherworking,,215,,BoE,10520,https://www.wowhead.com/wotlk/item=8200,https://www.wowhead.com/wotlk/spell=10520
8201,Big Voodoo Mask,Head,Leather Armor,Uncommon,44,39,,Classic,World Drop,Leatherworking,,220,,BoE,10531,https://www.wowhead.com/wotlk/item=8201,https://www.wowhead.com/wotlk/spell=10531
8205,Tough Scorpid Bracers,Wrist,Mail Armor,Uncommon,44,39,,Classic,Mob Drop,Leatherworking,,220,,BoE,10533,https://www.wowhead.com/wotlk/item=8205,https://www.wowhead.com/wotlk/spell=10533
8203,Tough Scorpid Breastplate,Chest,Mail Armor,Uncommon,44,39,,Classic,Mob Drop,Leatherworking,,220,,BoE,10525,https://www.wowhead.com/wotlk/item=8203,https://www.wowhead.com/wotlk/spell=10525
8210,Wild Leather Shoulders,Shoulder,Leather Armor,Uncommon,44,39,,Classic,Quest,Leatherworking,,220,,BoE,10529,https://www.wowhead.com/wotlk/item=8210,https://www.wowhead.com/wotlk/spell=10529
8347,Dragonscale Gauntlets,Hands,Mail Armor,Rare,45,40,,Classic,Trainer,Leatherworking,,225,,BoE,10619,https://www.wowhead.com/wotlk/item=8347,https://www.wowhead.com/wotlk/spell=10619
8204,Tough Scorpid Gloves,Hands,Mail Armor,Uncommon,45,40,,Classic,Mob Drop,Leatherworking,,225,,BoE,10542,https://www.wowhead.com/wotlk/item=8204,https://www.wowhead.com/wotlk/spell=10542
8214,Wild Leather Helmet,Head,Leather Armor,Uncommon,45,40,,Classic,Quest,Leatherworking,,225,,BoE,10546,https://www.wowhead.com/wotlk/item=8214,https://www.wowhead.com/wotlk/spell=10546
8211,Wild Leather Vest,Chest,Leather Armor,Uncommon,45,40,,Classic,Quest,Leatherworking,,225,,BoE,10544,https://www.wowhead.com/wotlk/item=8211,https://www.wowhead.com/wotlk/spell=10544
8345,Wolfshead Helm,Head,Leather Armor,Rare,45,40,,Classic,Trainer,Leatherworking,,225,Druid,BoE,10621,https://www.wowhead.com/wotlk/item=8345,https://www.wowhead.com/wotlk/spell=10621
8346,Gauntlets of the Sea,Hands,Leather Armor,Rare,46,41,,Classic,Trainer,Leatherworking,,230,,BoE,10630,https://www.wowhead.com/wotlk/item=8346,https://www.wowhead.com/wotlk/spell=10630
8193,Nightscape Pants,Legs,Leather Armor,Uncommon,46,41,,Classic,Trainer,Leatherworking,,230,,BoE,10548,https://www.wowhead.com/wotlk/item=8193,https://www.wowhead.com/wotlk/spell=10548
8191,Turtle Scale Helm,Head,Mail Armor,Uncommon,46,41,,Classic,Trainer,Leatherworking,,230,,BoE,10552,https://www.wowhead.com/wotlk/item=8191,https://www.wowhead.com/wotlk/spell=10552
8202,Big Voodoo Pants,Legs,Leather Armor,Uncommon,47,42,,Classic,World Drop,Leatherworking,,240,,BoE,10560,https://www.wowhead.com/wotlk/item=8202,https://www.wowhead.com/wotlk/spell=10560
8197,Nightscape Boots,Feet,Leather Armor,Uncommon,47,42,,Classic,Trainer,Leatherworking,,235,,BoE,10558,https://www.wowhead.com/wotlk/item=8197,https://www.wowhead.com/wotlk/spell=10558
8209,Tough Scorpid Boots,Feet,Mail Armor,Uncommon,47,42,,Classic,Mob Drop,Leatherworking,,235,,BoE,10554,https://www.wowhead.com/wotlk/item=8209,https://www.wowhead.com/wotlk/spell=10554
8185,Turtle Scale Leggings,Legs,Mail Armor,Uncommon,47,42,,Classic,Trainer,Leatherworking,,235,,BoE,10556,https://www.wowhead.com/wotlk/item=8185,https://www.wowhead.com/wotlk/spell=10556
8216,Big Voodoo Cloak,Back,Cloaks,Uncommon,48,43,,Classic,World Drop,Leatherworking,,240,,BoE,10562,https://www.wowhead.com/wotlk/item=8216,https://www.wowhead.com/wotlk/spell=10562
8207,Tough Scorpid Shoulders,Shoulder,Mail Armor,Uncommon,48,43,,Classic,Mob Drop,Leatherworking,,240,,BoE,10564,https://www.wowhead.com/wotlk/item=8207,https://www.wowhead.com/wotlk/spell=10564
8206,Tough Scorpid Leggings,Legs,Mail Armor,Uncommon,49,44,,Classic,Mob Drop,Leatherworking,,245,,BoE,10568,https://www.wowhead.com/wotlk/item=8206,https://www.wowhead.com/wotlk/spell=10568
8213,Wild Leather Boots,Feet,Leather Armor,Uncommon,49,44,,Classic,Quest,Leatherworking,,245,,BoE,10566,https://www.wowhead.com/wotlk/item=8213,https://www.wowhead.com/wotlk/spell=10566
8349,Feathered Breastplate,Chest,Leather Armor,Rare,50,45,,Classic,Trainer,Leatherworking,,250,,BoE,10647,https://www.wowhead.com/wotlk/item=8349,https://www.wowhead.com/wotlk/spell=10647
8348,Helm of Fire,Head,Leather Armor,Rare,50,45,,Classic,Trainer,Leatherworking,,250,,BoE,10632,https://www.wowhead.com/wotlk/item=8348,https://www.wowhead.com/wotlk/spell=10632
8208,Tough Scorpid Helm,Head,Mail Armor,Uncommon,50,45,,Classic,Mob Drop,Leatherworking,,250,,BoE,10570,https://www.wowhead.com/wotlk/item=8208,https://www.wowhead.com/wotlk/spell=10570
8215,Wild Leather Cloak,Back,Cloaks,Uncommon,50,45,,Classic,Quest,Leatherworking,,250,,BoE,10574,https://www.wowhead.com/wotlk/item=8215,https://www.wowhead.com/wotlk/spell=10574
8212,Wild Leather Leggings,Legs,Leather Armor,Uncommon,50,45,,Classic,Quest,Leatherworking,,250,,BoE,10572,https://www.wowhead.com/wotlk/item=8212,https://www.wowhead.com/wotlk/spell=10572
29964,Blackstorm Leggings,Legs,Leather Armor,Rare,52,45,,The Burning Crusade,Trainer,Leatherworking,Specialty 10659,260,,BoP,36074,https://www.wowhead.com/wotlk/item=29964,https://www.wowhead.com/wotlk/spell=36074
29971,Dragonstrike Leggings,Legs,Mail Armor,Rare,52,45,,The Burning Crusade,Trainer,Leatherworking,Specialty 10657,260,,BoP,36076,https://www.wowhead.com/wotlk/item=29971,https://www.wowhead.com/wotlk/spell=36076
29970,Wildfeather Leggings,Legs,Leather Armor,Rare,52,45,,The Burning Crusade,Trainer,Leatherworking,Specialty 10661,260,,BoP,36075,https://www.wowhead.com/wotlk/item=29970,https://www.wowhead.com/wotlk/spell=36075
8367,Dragonscale Breastplate,Chest,Mail Armor,Rare,51,46,,Classic,Trainer,Leatherworking,,255,,BoE,10650,https://www.wowhead.com/wotlk/item=8367,https://www.wowhead.com/wotlk/spell=10650
15077,Heavy Scorpid Bracers,Wrist,Mail Armor,Uncommon,51,46,,Classic,Vendor,Leatherworking,,255,,BoE,19048,https://www.wowhead.com/wotlk/item=15077,https://www.wowhead.com/wotlk/spell=19048
15045,Green Dragonscale Breastplate,Chest,Mail Armor,Rare,52,47,,Classic,Vendor,Leatherworking,,260,,BoE,19050,https://www.wowhead.com/wotlk/item=15045,https://www.wowhead.com/wotlk/spell=19050
15083,Wicked Leather Gauntlets,Hands,Leather Armor,Uncommon,52,47,,Classic,Vendor,Leatherworking,,260,,BoE,19049,https://www.wowhead.com/wotlk/item=15083,https://www.wowhead.com/wotlk/spell=19049
15074,Chimeric Gloves,Hands,Leather Armor,Uncommon,53,48,,Classic,Vendor,Leatherworking,,265,,BoE,19053,https://www.wowhead.com/wotlk/item=15074,https://www.wowhead.com/wotlk/spell=19053
15076,Heavy Scorpid Vest,Chest,Mail Armor,Uncommon,53,48,,Classic,Mob Drop,Leatherworking,,265,,BoE,19051,https://www.wowhead.com/wotlk/item=15076,https://www.wowhead.com/wotlk/spell=19051
15084,Wicked Leather Bracers,Wrist,Leather Armor,Uncommon,53,48,,Classic,Trainer,Leatherworking,,265,,BoE,19052,https://www.wowhead.com/wotlk/item=15084,https://www.wowhead.com/wotlk/spell=19052
20296,Green Dragonscale Gauntlets,Hands,Mail Armor,Rare,54,49,,Classic,Trainer,Leatherworking,,260,,BoE,24655,https://www.wowhead.com/wotlk/item=20296,https://www.wowhead.com/wotlk/spell=24655
15046,Green Dragonscale Leggings,Legs,Mail Armor,Rare,54,49,,Classic,"Mob Drop, Dungeon Drop",Leatherworking,,270,,BoE,19060,https://www.wowhead.com/wotlk/item=15046,https://www.wowhead.com/wotlk/spell=19060
15067,Ironfeather Shoulders,Shoulder,Leather Armor,Rare,54,49,,Classic,Vendor,Leatherworking,,270,,BoE,19062,https://www.wowhead.com/wotlk/item=15067,https://www.wowhead.com/wotlk/spell=19062
15061,Living Shoulders,Shoulder,Leather Armor,Rare,54,49,,Classic,Vendor,Leatherworking,,270,,BoE,19061,https://www.wowhead.com/wotlk/item=15061,https://www.wowhead.com/wotlk/spell=19061
15091,Runic Leather Gauntlets,Hands,Leather Armor,Uncommon,54,49,,Classic,"Trainer, World Drop",Leatherworking,,270,,BoE,19055,https://www.wowhead.com/wotlk/item=15091,https://www.wowhead.com/wotlk/spell=19055
15054,Volcanic Leggings,Legs,Leather Armor,Uncommon,54,49,,Classic,Mob Drop,Leatherworking,,270,,BoE,19059,https://www.wowhead.com/wotlk/item=15054,https://www.wowhead.com/wotlk/spell=19059
15073,Chimeric Boots,Feet,Leather Armor,Uncommon,55,50,,Classic,World Drop,Leatherworking,,275,,BoE,19063,https://www.wowhead.com/wotlk/item=15073,https://www.wowhead.com/wotlk/spell=19063
15071,Frostsaber Boots,Feet,Leather Armor,Uncommon,55,50,,Classic,Vendor,Leatherworking,,275,,BoE,19066,https://www.wowhead.com/wotlk/item=15071,https://www.wowhead.com/wotlk/spell=19066
15078,Heavy Scorpid Gauntlets,Hands,Mail Armor,Uncommon,55,50,,Classic,Mob Drop,Leatherworking,,275,,BoE,19064,https://www.wowhead.com/wotlk/item=15078,https://www.wowhead.com/wotlk/spell=19064
15092,Runic Leather Bracers,Wrist,Leather Armor,Uncommon,55,50,,Classic,Trainer,Leatherworking,,275,,BoE,19065,https://www.wowhead.com/wotlk/item=15092,https://www.wowhead.com/wotlk/spell=19065
21278,Stormshroud Gloves,Hands,Leather Armor,Rare,55,50,,Classic,Mob Drop,Leatherworking,,300,,BoE,26279,https://www.wowhead.com/wotlk/item=21278,https://www.wowhead.com/wotlk/spell=26279
