itemID,name,slot,subType,quality,itemLevel,requiredLevel,requiredSkill,expansion,source,profession,specialization,skill,classes,binding,recipeSpellID,itemURL,recipeURL
7054,Robe of Power,Chest,Cloth Armor,Rare,38,33,,Classic,Trainer,Tailoring,,190,,BoP,8770,https://www.wowhead.com/wotlk/item=7054,https://www.wowhead.com/wotlk/spell=8770
7062,Crimson Silk Pantaloons,Legs,Cloth Armor,Uncommon,39,34,,Classic,Trainer,Tailoring,,195,,BoE,8799,https://www.wowhead.com/wotlk/item=7062,https://www.wowhead.com/wotlk/spell=8799
7061,Earthen Silk Belt,Waist,Cloth Armor,Uncommon,39,34,,Classic,World Drop,Tailoring,,195,,BoE,8797,https://www.wowhead.com/wotlk/item=7061,https://www.wowhead.com/wotlk/spell=8797
4327,Icy Cloak,Back,Cloaks,Rare,40,35,,Classic,Vendor,Tailoring,,200,,BoE,3862,https://www.wowhead.com/wotlk/item=4327,https://www.wowhead.com/wotlk/spell=3862
4329,Star Belt,Waist,Cloth Armor,Uncommon,40,35,,Classic,World Drop,Tailoring,,200,,BoE,3864,https://www.wowhead.com/wotlk/item=4329,https://www.wowhead.com/wotlk/spell=3864
9999,Black Mageweave Leggings,Legs,Cloth Armor,Uncommon,41,36,,Classic,Trainer,Tailoring,,205,,BoE,12049,https://www.wowhead.com/wotlk/item=9999,https://www.wowhead.com/wotlk/spell=12049
9998,Black Mageweave Vest,Chest,Cloth Armor,Uncommon,41,36,,Classic,Trainer,Tailoring,,205,,BoE,12048,https://www.wowhead.com/wotlk/item=9998,https://www.wowhead.com/wotlk/spell=12048
7063,Crimson Silk Robe,Chest,Cloth Armor,Uncommon,41,36,,Classic,Vendor,Tailoring,,205,,BoE,8802,https://www.wowhead.com/wotlk/item=7063,https://www.wowhead.com/wotlk/spell=8802
10001,Black Mageweave Robe,Chest,Cloth Armor,Uncommon,42,37,,Classic,Trainer,Tailoring,,210,,BoE,12050,https://www.wowhead.com/wotlk/item=10001,https://www.wowhead.com/wotlk/spell=12050
7064,Crimson Silk Gloves,Hands,Cloth Armor,Uncommon,42,37,,Classic,Trainer,Tailoring,,210,,BoE,8804,https://www.wowhead.com/wotlk/item=7064,https://www.wowhead.com/wotlk/spell=8804
10002,Shadoweave Pants,Legs,Cloth Armor,Uncommon,42,37,,Classic,Trainer,Tailoring,,210,,BoE,12052,https://www.wowhead.com/wotlk/item=10002,https://www.wowhead.com/wotlk/spell=12052
10003,Black Mageweave Gloves,Hands,Cloth Armor,Uncommon,43,38,,Classic,Trainer,Tailoring,,215,,BoE,12053,https://www.wowhead.com/wotlk/item=10003,https://www.wowhead.com/wotlk/spell=12053
10009,Red Mageweave Pants,Legs,Cloth Armor,Uncommon,43,38,,Classic,World Drop,Tailoring,,215,,BoE,12060,https://www.wowhead.com/wotlk/item=10009,https://www.wowhead.com/wotlk/spell=12060
10007,Red Mageweave Vest,Chest,Cloth Armor,Uncommon,43,38,,Classic,World Drop,Tailoring,,215,,BoE,12056,https://www.wowhead.com/wotlk/item=10007,https://www.wowhead.com/wotlk/spell=12056
10004,Shadoweave Robe,Chest,Cloth Armor,Uncommon,43,38,,Classic,Trainer,Tailoring,,215,,BoE,12055,https://www.wowhead.com/wotlk/item=10004,https://www.wowhead.com/wotlk/spell=12055
10008,White Bandit Mask,Head,Cloth Armor,Uncommon,43,38,,Classic,World Drop,Tailoring,,215,,BoE,12059,https://www.wowhead.com/wotlk/item=10008,https://www.wowhead.com/wotlk/spell=12059
10042,Cindercloth Robe,Chest,Cloth Armor,Uncommon,45,40,,Classic,Trainer,Tailoring,,225,,BoE,12069,https://www.wowhead.com/wotlk/item=10042,https://www.wowhead.com/wotlk/spell=12069
10019,Dreamweave Gloves,Hands,Cloth Armor,Rare,45,40,,Classic,Trainer,Tailoring,,225,,BoE,12067,https://www.wowhead.com/wotlk/item=10019,https://www.wowhead.com/wotlk/spell=12067
10021,Dreamweave Vest,Chest,Cloth Armor,Rare,45,40,,Classic,Trainer,Tailoring,,225,,BoE,12070,https://www.wowhead.com/wotlk/item=10021,https://www.wowhead.com/wotlk/spell=12070
10018,Red Mageweave Gloves,Hands,Cloth Armor,Uncommon,45,40,,Classic,World Drop,Tailoring,,225,,BoE,12066,https://www.wowhead.com/wotlk/item=10018,https://www.wowhead.com/wotlk/spell=12066
10023,Shadoweave Gloves,Hands,Cloth Armor,Uncommon,45,40,,Classic,Trainer,Tailoring,,225,,BoE,12071,https://www.wowhead.com/wotlk/item=10023,https://www.wowhead.com/wotlk/spell=12071
10026,Black Mageweave Boots,Feet,Cloth Armor,Uncommon,46,41,,Classic,Trainer,Tailoring,,230,,BoE,12073,https://www.wowhead.com/wotlk/item=10026,https://www.wowhead.com/wotlk/spell=12073
10024,Black Mageweave Headband,Head,Cloth Armor,Uncommon,46,41,,Classic,Trainer,Tailoring,,230,,BoE,12072,https://www.wowhead.com/wotlk/item=10024,https://www.wowhead.com/wotlk/spell=12072
10027,Black Mageweave Shoulders,Shoulder,Cloth Armor,Uncommon,46,41,,Classic,Trainer,Tailoring,,230,,BoE,12074,https://www.wowhead.com/wotlk/item=10027,https://www.wowhead.com/wotlk/spell=12074
10029,Red Mageweave Shoulders,Shoulder,Cloth Armor,Uncommon,47,42,,Classic,World Drop,Tailoring,,235,,BoE,12078,https://www.wowhead.com/wotlk/item=10029,https://www.wowhead.com/wotlk/spell=12078
10028,Shadoweave Shoulders,Shoulder,Cloth Armor,Uncommon,47,42,,Classic,Trainer,Tailoring,,235,,BoE,12076,https://www.wowhead.com/wotlk/item=10028,https://www.wowhead.com/wotlk/spell=12076
10030,Admiral's Hat,Head,Cloth Armor,Uncommon,48,43,,Classic,Vendor,Tailoring,,240,,BoE,12081,https://www.wowhead.com/wotlk/item=10030,https://www.wowhead.com/wotlk/spell=12081
10033,Red Mageweave Headband,Head,Cloth Armor,Uncommon,48,43,,Classic,World Drop,Tailoring,,240,,BoE,12084,https://www.wowhead.com/wotlk/item=10033,https://www.wowhead.com/wotlk/spell=12084
10031,Shadoweave Boots,Feet,Cloth Armor,Uncommon,48,43,,Classic,Trainer,Tailoring,,240,,BoE,12082,https://www.wowhead.com/wotlk/item=10031,https://www.wowhead.com/wotlk/spell=12082
10044,Cindercloth Boots,Feet,Cloth Armor,Uncommon,49,44,,Classic,Trainer,Tailoring,,245,,BoE,12088,https://www.wowhead.com/wotlk/item=10044,https://www.wowhead.com/wotlk/spell=12088
10025,Shadoweave Mask,Head,Cloth Armor,Uncommon,49,44,,Classic,Quest,Tailoring,,245,,BoE,12086,https://www.wowhead.com/wotlk/item=10025,https://www.wowhead.com/wotlk/spell=12086
10041,Dreamweave Circlet,Head,Cloth Armor,Rare,50,45,,Classic,Trainer,Tailoring,,250,,BoE,12092,https://www.wowhead.com/wotlk/item=10041,https://www.wowhead.com/wotlk/spell=12092
13868,Frostweave Robe,Chest,Cloth Armor,Uncommon,51,46,,Classic,World Drop,Tailoring,,255,,BoE,18404,https://www.wowhead.com/wotlk/item=13868,https://www.wowhead.com/wotlk/spell=18404
13869,Frostweave Tunic,Chest,Cloth Armor,Uncommon,51,46,,Classic,Trainer,Tailoring,,255,,BoE,18403,https://www.wowhead.com/wotlk/item=13869,https://www.wowhead.com/wotlk/spell=18403
13856,Runecloth Belt,Waist,Cloth Armor,Uncommon,51,46,,Classic,Trainer,Tailoring,,255,,BoE,18402,https://www.wowhead.com/wotlk/item=13856,https://www.wowhead.com/wotlk/spell=18402
14042,Cindercloth Vest,Chest,Cloth Armor,Uncommon,52,47,,Classic,Mob Drop,Tailoring,,260,,BoE,18408,https://www.wowhead.com/wotlk/item=14042,https://www.wowhead.com/wotlk/spell=18408
13858,Runecloth Robe,Chest,Cloth Armor,Uncommon,52,47,,Classic,"Trainer, Vendor",Tailoring,,260,,BoE,18406,https://www.wowhead.com/wotlk/item=13858,https://www.wowhead.com/wotlk/spell=18406
13857,Runecloth Tunic,Chest,Cloth Armor,Uncommon,52,47,,Classic,Trainer,Tailoring,,260,,BoE,18407,https://www.wowhead.com/wotlk/item=13857,https://www.wowhead.com/wotlk/spell=18407
13870,Frostweave Gloves,Hands,Cloth Armor,Uncommon,53,47,,Classic,Trainer,Tailoring,,265,,BoE,18411,https://www.wowhead.com/wotlk/item=13870,https://www.wowhead.com/wotlk/spell=18411
14143,Ghostweave Belt,Waist,Cloth Armor,Uncommon,53,48,,Classic,Trainer,Tailoring,,265,,BoE,18410,https://www.wowhead.com/wotlk/item=14143,https://www.wowhead.com/wotlk/spell=18410
13860,Runecloth Cloak,Back,Cloaks,Uncommon,53,48,,Classic,"Trainer, Vendor",Tailoring,,265,,BoE,18409,https://www.wowhead.com/wotlk/item=13860,https://www.wowhead.com/wotlk/spell=18409
14101,Brightcloth Gloves,Hands,Cloth Armor,Uncommon,54,49,,Classic,Trainer,Tailoring,,270,,BoE,18415,https://www.wowhead.com/wotlk/item=14101,https://www.wowhead.com/wotlk/spell=18415
14100,Brightcloth Robe,Chest,Cloth Armor,Uncommon,54,49,,Classic,Trainer,Tailoring,,270,,BoE,18414,https://www.wowhead.com/wotlk/item=14100,https://www.wowhead.com/wotlk/spell=18414
14043,Cindercloth Gloves,Hands,Cloth Armor,Uncommon,54,49,,Classic,Mob Drop,Tailoring,,270,,BoE,18412,https://www.wowhead.com/wotlk/item=14043,https://www.wowhead.com/wotlk/spell=18412
14142,Ghostweave Gloves,Hands,Cloth Armor,Uncommon,54,49,,Classic,Trainer,Tailoring,,270,,BoE,18413,https://www.wowhead.com/wotlk/item=14142,https://www.wowhead.com/wotlk/spell=18413
14103,Brightcloth Cloak,Back,Cloaks,Uncommon,55,50,,Classic,Trainer,Tailoring,,275,,BoE,18420,https://www.wowhead.com/wotlk/item=14103,https://www.wowhead.com/wotlk/spell=18420
14044,Cindercloth Cloak,Back,Cloaks,Uncommon,55,50,,Classic,Mob Drop,Tailoring,,275,,BoE,18418,https://www.wowhead.com/wotlk/item=14044,https://www.wowhead.com/wotlk/spell=18418
14134,Cloak of Fire,Back,Cloaks,Rare,55,50,,Classic,"Mob Drop, Dungeon Drop",Tailoring,,275,,BoE,18422,https://www.wowhead.com/wotlk/item=14134,https://www.wowhead.com/wotlk/spell=18422
14107,Felcloth Pants,Legs,Cloth Armor,Uncommon,55,50,,Classic,Vendor,Tailoring,,275,,BoE,18419,https://www.wowhead.com/wotlk/item=14107,https://www.wowhead.com/wotlk/spell=18419
14141,Ghostweave Vest,Chest,Cloth Armor,Uncommon,55,50,,Classic,Trainer,Tailoring,,275,,BoE,18416,https://www.wowhead.com/wotlk/item=14141,https://www.wowhead.com/wotlk/spell=18416
13863,Runecloth Gloves,Hands,Cloth Armor,Uncommon,55,50,,Classic,Trainer,Tailoring,,275,,BoE,18417,https://www.wowhead.com/wotlk/item=13863,https://www.wowhead.com/wotlk/spell=18417
14132,Wizardweave Leggings,Legs,Cloth Armor,Uncommon,55,50,,Classic,Trainer,Tailoring,,275,,BoE,18421,https://www.wowhead.com/wotlk/item=14132,https://www.wowhead.com/wotlk/spell=18421
14045,Cindercloth Pants,Legs,Cloth Armor,Uncommon,56,51,,Classic,Mob Drop,Tailoring,,280,,BoE,18434,https://www.wowhead.com/wotlk/item=14045,https://www.wowhead.com/wotlk/spell=18434
13871,Frostweave Pants,Legs,Cloth Armor,Uncommon,56,51,,Classic,"Trainer, World Drop",Tailoring,,280,,BoE,18424,https://www.wowhead.com/wotlk/item=13871,https://www.wowhead.com/wotlk/spell=18424
15802,Mooncloth Boots,Feet,Cloth Armor,Rare,56,51,,Classic,Quest,Tailoring,,290,,BoE,19435,https://www.wowhead.com/wotlk/item=15802,https://www.wowhead.com/wotlk/spell=19435
13864,Runecloth Boots,Feet,Cloth Armor,Uncommon,56,51,,Classic,Trainer,Tailoring,,280,,BoE,18423,https://www.wowhead.com/wotlk/item=13864,https://www.wowhead.com/wotlk/spell=18423
14108,Felcloth Boots,Feet,Cloth Armor,Uncommon,57,52,,Classic,Trainer,Tailoring,,285,,BoE,18437,https://www.wowhead.com/wotlk/item=14108,https://www.wowhead.com/wotlk/spell=18437
14136,Robe of Winter Night,Chest,Cloth Armor,Rare,57,52,,Classic,Mob Drop,Tailoring,,285,,BoE,18436,https://www.wowhead.com/wotlk/item=14136,https://www.wowhead.com/wotlk/spell=18436
13865,Runecloth Pants,Legs,Cloth Armor,Uncommon,57,52,,Classic,"Trainer, World Drop",Tailoring,,285,,BoE,18438,https://www.wowhead.com/wotlk/item=13865,https://www.wowhead.com/wotlk/spell=18438
19056,Argent Boots,Feet,Cloth Armor,Rare,58,53,,Classic,Vendor,Tailoring,,290,,BoE,23664,https://www.wowhead.com/wotlk/item=19056,https://www.wowhead.com/wotlk/spell=23664
14104,Brightcloth Pants,Legs,Cloth Armor,Uncommon,58,53,,Classic,World Drop,Tailoring,,290,,BoE,18439,https://www.wowhead.com/wotlk/item=14104,https://www.wowhead.com/wotlk/spell=18439
14111,Felcloth Hood,Head,Cloth Armor,Uncommon,58,53,,Classic,Trainer,Tailoring,,290,,BoE,18442,https://www.wowhead.com/wotlk/item=14111,https://www.wowhead.com/wotlk/spell=18442
14144,Ghostweave Pants,Legs,Cloth Armor,Uncommon,58,53,,Classic,Trainer,Tailoring,,290,,BoE,18441,https://www.wowhead.com/wotlk/item=14144,https://www.wowhead.com/wotlk/spell=18441
14137,Mooncloth Leggings,Legs,Cloth Armor,Rare,58,53,,Classic,World Drop,Tailoring,,290,,BoE,18440,https://www.wowhead.com/wotlk/item=14137,https://www.wowhead.com/wotlk/spell=18440
19047,Wisdom of the Timbermaw,Waist,Cloth Armor,Rare,58,53,,Classic,Vendor,Tailoring,,290,,BoE,23662,https://www.wowhead.com/wotlk/item=19047,https://www.wowhead.com/wotlk/spell=23662
13866,Runecloth Headband,Head,Cloth Armor,Uncommon,59,54,,Classic,Trainer,Tailoring,,295,,BoE,18444,https://www.wowhead.com/wotlk/item=13866,https://www.wowhead.com/wotlk/spell=18444
14138,Mooncloth Vest,Chest,Cloth Armor,Rare,60,55,,Classic,World Drop,Tailoring,,300,,BoE,18447,https://www.wowhead.com/wotlk/item=14138,https://www.wowhead.com/wotlk/spell=18447
14128,Wizardweave Robe,Chest,Cloth Armor,Uncommon,60,55,,Classic,Trainer,Tailoring,,300,,BoE,18446,https://www.wowhead.com/wotlk/item=14128,https://www.wowhead.com/wotlk/spell=18446
14106,Felcloth Robe,Chest,Cloth Armor,Uncommon,61,56,,Classic,"Trainer, World Drop",Tailoring,,300,,BoE,18451,https://www.wowhead.com/wotlk/item=14106,https://www.wowhead.com/wotlk/spell=18451
16980,Flarecore Mantle,Shoulder,Cloth Armor,Epic,61,56,,Classic,Vendor,Tailoring,,300,,BoE,20848,https://www.wowhead.com/wotlk/item=16980,https://www.wowhead.com/wotlk/spell=20848
18486,Mooncloth Robe,Chest,Cloth Armor,Rare,61,56,,Classic,Vendor,Tailoring,,300,,BoE,22902,https://www.wowhead.com/wotlk/item=18486,https://www.wowhead.com/wotlk/spell=22902
14139,Mooncloth Shoulders,Shoulder,Cloth Armor,Rare,61,56,,Classic,World Drop,Tailoring,,300,,BoE,18448,https://www.wowhead.com/wotlk/item=14139,https://www.wowhead.com/wotlk/spell=18448
13867,Runecloth Shoulders,Shoulder,Cloth Armor,Uncommon,61,56,,Classic,"Trainer, World Drop",Tailoring,,300,,BoE,18449,https://www.wowhead.com/wotlk/item=13867,https://www.wowhead.com/wotlk/spell=18449
